PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Deck,FamilySize,IsAlone,Title,TitleGroup,TicketPrefix,FarePerPerson,TicketCount,AgeBand,FareBand,FamilySizeBand,Age_Pclass,FPP_Pclass,Sex_Pclass,IsAlone_Sex,log_Fare,log_FarePerPerson,SexBin,Age_Sex,AgeBand_Sex,Deck_Pclass,Age_sq,SurnameCount
107,1,3,"Salkjelsvik, Miss. Anna Kristine",female,21.0,0,0,343120,7.65,S,U,1,1,Miss,Common,NONE,7.65,1,2,0,0,63.0,22.950000000000003,3,1,2.157559320943788,2.157559320943788,1,21.0,2_female,U_3,441.0,1
108,1,3,"Moss, Mr. Albert Johan",male,25.0,0,0,312991,7.775,S,U,1,1,Mr,Common,NONE,7.775,1,2,0,0,75.0,23.325000000000003,0,0,2.1719067693519296,2.1719067693519296,0,0.0,2_male,U_3,625.0,1
109,0,3,"Rekic, Mr. Tido",male,38.0,0,0,349249,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,3,0,0,114.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,3_male,U_3,1444.0,1
110,1,3,"Moran, Miss. Bertha",female,21.5,1,0,371110,24.15,Q,U,2,0,Miss,Common,NONE,12.075,3,2,1,1,64.5,36.224999999999994,3,0,3.224857896545748,2.5707020099509865,1,21.5,2_female,U_3,462.25,3
111,0,1,"Porter, Mr. Walter Chamberlain",male,47.0,0,0,110465,52.0,S,C,1,1,Mr,Common,NONE,52.0,2,3,2,0,47.0,52.0,0,0,3.970291913552122,3.970291913552122,0,0.0,3_male,C_1,2209.0,1
112,0,3,"Zabour, Miss. Hileni",female,14.5,1,0,2665,14.4542,C,U,2,0,Miss,Common,NONE,7.2271,2,1,1,1,43.5,21.6813,3,0,2.737880811060884,2.107433583211985,1,14.5,1_female,U_3,210.25,2
113,0,3,"Barton, Mr. David John",male,22.0,0,0,324669,8.05,S,U,1,1,Mr,Common,NONE,8.05,1,2,0,0,66.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,484.0,1
114,0,3,"Jussila, Miss. Katriina",female,20.0,1,0,4136,9.825,S,U,2,0,Miss,Common,NONE,4.9125,1,2,0,1,60.0,14.737499999999999,3,0,2.3818582738885534,1.7770687538180514,1,20.0,2_female,U_3,400.0,3
115,0,3,"Attalah, Miss. Malake",female,17.0,0,0,2627,14.4583,C,U,1,1,Miss,Common,NONE,14.4583,2,1,1,0,51.0,43.3749,3,1,2.738146075922933,2.738146075922933,1,17.0,1_female,U_3,289.0,2
116,0,3,"Pekoniemi, Mr. Edvard",male,21.0,0,0,STON/O 2. 3101294,7.925,S,U,1,1,Mr,Common,STON/O,7.925,1,2,0,0,63.0,23.775,0,0,2.188856327665703,2.188856327665703,0,0.0,2_male,U_3,441.0,1
117,0,3,"Connors, Mr. Patrick",male,70.5,0,0,370369,7.75,Q,U,1,1,Mr,Common,NONE,7.75,1,4,0,0,211.5,23.25,0,0,2.169053700369523,2.169053700369523,0,0.0,4_male,U_3,4970.25,1
118,0,2,"Turpin, Mr. William John Robert",male,29.0,1,0,11668,21.0,S,U,2,0,Mr,Common,NONE,10.5,2,2,1,1,58.0,21.0,0,0,3.091042453358316,2.4423470353692043,0,0.0,2_male,U_2,841.0,2
119,0,1,"Baxter, Mr. Quigg Edmond",male,24.0,0,1,PC 17558,247.5208,C,B,2,0,Mr,Common,PC,123.7604,2,2,3,1,24.0,123.7604,0,0,5.515526544247129,4.826395097890282,0,0.0,2_male,B_1,576.0,2
120,0,3,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,347082,31.275,S,U,7,0,Miss,Common,NONE,4.467857142857143,7,0,2,3,6.0,13.40357142857143,3,0,3.4742929367327062,1.6988867924884343,1,2.0,0_female,U_3,4.0,9
121,0,2,"Hickman, Mr. Stanley George",male,21.0,2,0,S.O.C. 14879,73.5,S,U,3,0,Mr,Common,S.O.C.,24.5,5,2,2,1,42.0,49.0,0,0,4.310799125385514,3.2386784521643803,0,0.0,2_male,U_2,441.0,3
122,0,3,"Moore, Mr. Leonard Charles",male,25.0,0,0,A4. 54510,8.05,S,U,1,1,Mr,Common,A,8.05,1,2,0,0,75.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,625.0,1
123,0,2,"Nasser, Mr. Nicholas",male,32.5,1,0,237736,30.0708,C,U,2,0,Mr,Common,NONE,15.0354,2,2,2,1,65.0,30.0708,0,0,3.436268471383741,2.774798778265854,0,0.0,2_male,U_2,1056.25,2
124,1,2,"Webber, Miss. Susan",female,32.5,0,0,27267,13.0,S,E,1,1,Miss,Common,NONE,13.0,1,2,1,0,65.0,26.0,2,1,2.6390573296152584,2.6390573296152584,1,32.5,2_female,E_2,1056.25,2
125,0,1,"White, Mr. Percival Wayland",male,54.0,0,1,35281,77.2875,S,D,2,0,Mr,Common,NONE,38.64375,2,3,2,1,54.0,38.64375,0,0,4.360387947851531,3.6799333064000703,0,0.0,3_male,D_1,2916.0,2
126,1,3,"Nicola-Yarred, Master. Elias",male,12.0,1,0,2651,11.2417,C,U,2,0,Master,Common,NONE,5.62085,2,0,1,1,36.0,16.86255,0,0,2.5048481563289,1.8902237604980383,0,0.0,0_male,U_3,144.0,2
127,0,3,"McMahon, Mr. Martin",male,25.0,0,0,370372,7.75,Q,U,1,1,Mr,Common,NONE,7.75,1,2,0,0,75.0,23.25,0,0,2.169053700369523,2.169053700369523,0,0.0,2_male,U_3,625.0,1
128,1,3,"Madsen, Mr. Fridtjof Arne",male,24.0,0,0,C 17369,7.1417,S,U,1,1,Mr,Common,C,7.1417,1,2,0,0,72.0,21.4251,0,0,2.0969990034181696,2.0969990034181696,0,0.0,2_male,U_3,576.0,1
129,1,3,"Peter, Miss. Anna",female,21.5,1,1,2668,22.3583,C,F,3,0,Miss,Common,NONE,7.452766666666666,2,2,1,1,64.5,22.3583,3,0,3.1509523813392697,2.134493803953674,1,21.5,2_female,F_3,462.25,2
130,0,3,"Ekstrom, Mr. Johan",male,45.0,0,0,347061,6.975,S,U,1,1,Mr,Common,NONE,6.975,1,3,0,0,135.0,20.924999999999997,0,0,2.076311648670908,2.076311648670908,0,0.0,3_male,U_3,2025.0,1
131,0,3,"Drazenoic, Mr. Jozef",male,33.0,0,0,349241,7.8958,C,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,99.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,1089.0,1
132,0,3,"Coelho, Mr. Domingos Fernandeo",male,20.0,0,0,SOTON/O.Q. 3101307,7.05,S,U,1,1,Mr,Common,SOTON/O.Q.,7.05,1,2,0,0,60.0,21.15,0,0,2.0856720914304723,2.0856720914304723,0,0.0,2_male,U_3,400.0,1
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1,0,A/5. 3337,14.5,S,U,2,0,Mrs,Common,A/,7.25,1,3,1,1,141.0,21.75,3,0,2.740840023925201,2.1102132003465894,1,47.0,3_female,U_3,2209.0,1
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,1,0,228414,26.0,S,U,2,0,Mrs,Common,NONE,13.0,1,2,1,1,58.0,26.0,2,0,3.295836866004329,2.6390573296152584,1,29.0,2_female,U_2,841.0,1
135,0,2,"Sobey, Mr. Samuel James Hayden",male,25.0,0,0,C.A. 29178,13.0,S,U,1,1,Mr,Common,C.A.,13.0,1,2,1,0,50.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,2_male,U_2,625.0,1
136,0,2,"Richard, Mr. Emile",male,23.0,0,0,SC/PARIS 2133,15.0458,C,U,1,1,Mr,Common,SC/PARIS,15.0458,1,2,1,0,46.0,30.0916,0,0,2.775447133088262,2.775447133088262,0,0.0,2_male,U_2,529.0,1
137,1,1,"Newsom, Miss. Helen Monypeny",female,19.0,0,2,11752,26.2833,S,D,3,0,Miss,Common,NONE,8.7611,1,1,1,1,19.0,8.7611,1,0,3.3062747934011893,2.278405098992312,1,19.0,1_female,D_1,361.0,1
138,0,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,113803,53.1,S,C,2,0,Mr,Common,NONE,26.55,2,3,2,1,37.0,26.55,0,0,3.9908341858524357,3.3160025355989236,0,0.0,3_male,C_1,1369.0,2
139,0,3,"Osen, Mr. Olaf Elon",male,16.0,0,0,7534,9.2167,S,U,1,1,Mr,Common,NONE,9.2167,2,1,0,0,48.0,27.6501,0,0,2.3240236363515288,2.3240236363515288,0,0.0,1_male,U_3,256.0,1
140,0,1,"Giglio, Mr. Victor",male,24.0,0,0,PC 17593,79.2,C,B,1,1,Mr,Common,PC,79.2,2,2,2,0,24.0,79.2,0,0,4.384523514872469,4.384523514872469,0,0.0,2_male,B_1,576.0,1
141,0,3,"Boulos, Mrs. Joseph (Sultana)",female,21.5,0,2,2678,15.2458,C,U,3,0,Mrs,Common,NONE,5.081933333333333,2,2,1,1,64.5,15.2458,3,0,2.7878344138303452,1.8053226278885095,1,21.5,2_female,U_3,462.25,3
142,1,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,347081,7.75,S,U,1,1,Miss,Common,NONE,7.75,1,2,0,0,66.0,23.25,3,1,2.169053700369523,2.169053700369523,1,22.0,2_female,U_3,484.0,1
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1,0,STON/O2. 3101279,15.85,S,U,2,0,Mrs,Common,STON/O,7.925,2,2,1,1,72.0,23.775,3,0,2.8243506567983707,2.188856327665703,1,24.0,2_female,U_3,576.0,2
144,0,3,"Burke, Mr. Jeremiah",male,19.0,0,0,365222,6.75,Q,U,1,1,Mr,Common,NONE,6.75,1,1,0,0,57.0,20.25,0,0,2.0476928433652555,2.0476928433652555,0,0.0,1_male,U_3,361.0,1
145,0,2,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,231945,11.5,S,U,1,1,Mr,Common,NONE,11.5,1,1,1,0,36.0,23.0,0,0,2.5257286443082556,2.5257286443082556,0,0.0,1_male,U_2,324.0,1
146,0,2,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,C.A. 33112,36.75,S,U,3,0,Mr,Common,C.A.,12.25,2,1,2,1,38.0,24.5,0,0,3.6309854756950335,2.583997552432231,0,0.0,1_male,U_2,361.0,1
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,350043,7.7958,S,U,1,1,Mr,Common,NONE,7.7958,1,2,0,0,81.0,23.3874,0,0,2.174274334826008,2.174274334826008,0,0.0,2_male,U_3,729.0,9
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,2,2,W./C. 6608,34.375,S,U,5,0,Miss,Common,W./C.,6.875,4,0,2,2,27.0,20.625,3,0,3.5660053559634015,2.063693184711697,1,9.0,0_female,U_3,81.0,4
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26.0,S,F,3,0,Mr,Common,NONE,8.666666666666666,3,3,1,1,73.0,17.333333333333332,0,0,3.295836866004329,2.268683541318364,0,0.0,3_male,F_2,1332.25,3
150,0,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,244310,13.0,S,U,1,1,Officer,Officer,NONE,13.0,1,3,1,0,84.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,3_male,U_2,1764.0,1
151,0,2,"Bateman, Rev. Robert James",male,51.0,0,0,S.O.P. 1166,12.525,S,U,1,1,Officer,Officer,S.O.P.,12.525,1,3,1,0,102.0,25.05,0,0,2.6045398247325453,2.6045398247325453,0,0.0,3_male,U_2,2601.0,1
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,113776,66.6,S,C,2,0,Mrs,Common,NONE,33.3,2,2,2,1,22.0,33.3,1,0,4.213607983048918,3.535145354171894,1,22.0,2_female,C_1,484.0,2
153,0,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,S,U,1,1,Mr,Common,A.,8.05,1,3,0,0,166.5,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,3_male,U_3,3080.25,1
154,0,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,S,U,3,0,Mr,Common,A/,4.833333333333333,1,3,1,1,121.5,14.5,0,0,2.740840023925201,1.7635885922613586,0,0.0,3_male,U_3,1640.25,1
155,0,3,"Olsen, Mr. Ole Martin",male,25.0,0,0,Fa 265302,7.3125,S,U,1,1,Mr,Common,Fa,7.3125,1,2,0,0,75.0,21.9375,0,0,2.1177604059819726,2.1177604059819726,0,0.0,2_male,U_3,625.0,3
156,0,1,"Williams, Mr. Charles Duane",male,51.0,0,1,PC 17597,61.3792,C,U,2,0,Mr,Common,PC,30.6896,1,3,2,1,51.0,30.6896,0,0,4.133231886474144,3.4559885513448463,0,0.0,3_male,U_1,2601.0,4
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,35851,7.7333,Q,U,1,1,Miss,Common,NONE,7.7333,1,1,0,0,48.0,23.1999,3,1,2.167143305297764,2.167143305297764,1,16.0,1_female,U_3,256.0,1
158,0,3,"Corn, Mr. Harry",male,30.0,0,0,SOTON/OQ 392090,8.05,S,U,1,1,Mr,Common,SOTON/OQ,8.05,1,2,0,0,90.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,900.0,1
159,0,3,"Smiljanic, Mr. Mile",male,25.0,0,0,315037,8.6625,S,U,1,1,Mr,Common,NONE,8.6625,1,2,0,0,75.0,25.987499999999997,0,0,2.2682524139135403,2.2682524139135403,0,0.0,2_male,U_3,625.0,1
160,0,3,"Sage, Master. Thomas Henry",male,25.0,8,2,CA. 2343,69.55,S,U,11,0,Master,Common,CA.,6.322727272727272,7,2,2,3,75.0,18.96818181818182,0,0,4.256321678298823,1.9909828368246127,0,0.0,2_male,U_3,625.0,7
161,0,3,"Cribb, Mr. John Hatfield",male,44.0,0,1,371362,16.1,S,U,2,0,Mr,Common,NONE,8.05,1,3,1,1,132.0,24.150000000000002,0,0,2.8390784635086144,2.2027647577118348,0,0.0,3_male,U_3,1936.0,1
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,C.A. 33595,15.75,S,U,1,1,Mrs,Common,C.A.,15.75,1,3,1,0,80.0,31.5,2,1,2.8183982582710754,2.8183982582710754,1,40.0,3_female,U_2,1600.0,1
163,0,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,S,U,1,1,Mr,Common,NONE,7.775,1,2,0,0,78.0,23.325000000000003,0,0,2.1719067693519296,2.1719067693519296,0,0.0,2_male,U_3,676.0,1
164,0,3,"Calic, Mr. Jovo",male,17.0,0,0,315093,8.6625,S,U,1,1,Mr,Common,NONE,8.6625,1,1,0,0,51.0,25.987499999999997,0,0,2.2682524139135403,2.2682524139135403,0,0.0,1_male,U_3,289.0,2
165,0,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,S,U,6,0,Master,Common,NONE,6.614583333333333,6,0,2,3,3.0,19.84375,0,0,3.705920919968788,2.0300652682819424,0,0.0,0_male,U_3,1.0,6
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,363291,20.525,S,U,3,0,Master,Common,NONE,6.841666666666666,3,0,1,1,27.0,20.525,0,0,3.0692150503137943,2.0594513968033334,0,0.0,0_male,U_3,81.0,3
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,35.0,0,1,113505,55.0,S,E,2,0,Mrs,Common,NONE,27.5,2,2,2,1,35.0,27.5,1,0,4.02535169073515,3.349904087274605,1,35.0,2_female,E_1,1225.0,1
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,S,U,6,0,Mrs,Common,NONE,4.65,6,3,1,3,135.0,13.950000000000001,3,0,3.3638415951183864,1.7316555451583497,1,45.0,3_female,U_3,2025.0,6
169,0,1,"Baumann, Mr. John D",male,40.0,0,0,PC 17318,25.925,S,U,1,1,Mr,Common,PC,25.925,1,3,1,0,40.0,25.925,0,0,3.2930552230424524,3.2930552230424524,0,0.0,3_male,U_1,1600.0,1
170,0,3,"Ling, Mr. Lee",male,28.0,0,0,1601,56.4958,S,U,1,1,Mr,Common,NONE,56.4958,7,2,2,0,84.0,169.4874,0,0,4.05171190165724,4.05171190165724,0,0.0,2_male,U_3,784.0,1
171,0,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,111240,33.5,S,B,1,1,Mr,Common,NONE,33.5,1,4,2,0,61.0,33.5,0,0,3.5409593240373143,3.5409593240373143,0,0.0,4_male,B_1,3721.0,1
172,0,3,"Rice, Master. Arthur",male,4.0,4,1,382652,29.125,Q,U,6,0,Master,Common,NONE,4.854166666666667,5,0,1,3,12.0,14.5625,0,0,3.405355391810819,1.767153658425855,0,0.0,0_male,U_3,16.0,5
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,S,U,3,0,Miss,Common,NONE,3.7111,3,0,1,1,3.0,11.1333,3,0,2.495953738718064,1.5499214264083454,1,1.0,0_female,U_3,1.0,6
174,0,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,STON/O 2. 3101280,7.925,S,U,1,1,Mr,Common,STON/O,7.925,1,2,0,0,63.0,23.775,0,0,2.188856327665703,2.188856327665703,0,0.0,2_male,U_3,441.0,1
175,0,1,"Smith, Mr. James Clinch",male,56.0,0,0,17764,30.6958,C,A,1,1,Mr,Common,NONE,30.6958,1,3,2,0,56.0,30.6958,0,0,3.4561841799918147,3.4561841799918147,0,0.0,3_male,A_1,3136.0,4
176,0,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,350404,7.8542,S,U,3,0,Mr,Common,NONE,2.6180666666666665,1,1,0,1,54.0,7.8542,0,0,2.180891922715322,1.2859398131899251,0,0.0,1_male,U_3,324.0,1
177,0,3,"Lefebre, Master. Henry Forbes",male,25.0,3,1,4133,25.4667,S,U,5,0,Master,Common,NONE,5.09334,4,2,1,2,75.0,15.28002,0,0,3.275887339030031,1.8071963714491994,0,0.0,2_male,U_3,625.0,4
178,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C,C,1,1,Miss,Common,PC,28.7125,1,3,1,0,50.0,28.7125,1,1,3.391567832686312,3.391567832686312,1,50.0,3_female,C_1,2500.0,1
179,0,2,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,2,1,0,60.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,2_male,U_2,900.0,1
180,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,0.0,S,U,1,1,Mr,Common,LINE,0.0,4,3,0,0,108.0,0.0,0,0,0.0,0.0,0,0.0,3_male,U_3,1296.0,1
181,0,3,"Sage, Miss. Constance Gladys",female,21.5,8,2,CA. 2343,69.55,S,U,11,0,Miss,Common,CA.,6.322727272727272,7,2,2,3,64.5,18.96818181818182,3,0,4.256321678298823,1.9909828368246127,1,21.5,2_female,U_3,462.25,7
182,0,2,"Pernot, Mr. Rene",male,30.0,0,0,SC/PARIS 2131,15.05,C,U,1,1,Mr,Common,SC/PARIS,15.05,1,2,1,0,60.0,30.1,0,0,2.775708849576025,2.775708849576025,0,0.0,2_male,U_2,900.0,1
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,S,U,7,0,Master,Common,NONE,4.483928571428572,4,0,2,3,27.0,13.451785714285716,0,0,3.4777725458882283,1.7018217367116275,0,0.0,0_male,U_3,81.0,4
184,1,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,S,F,4,0,Master,Common,NONE,9.75,2,0,2,2,2.0,19.5,0,0,3.6888794541139363,2.3749057545736716,0,0.0,0_male,F_2,1.0,2
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,S,U,3,0,Miss,Common,NONE,7.341666666666666,1,0,1,1,12.0,22.025,3,0,3.1365805821413706,2.1212630365331746,1,4.0,0_female,U_3,16.0,1
186,0,1,"Rood, Mr. Hugh Roscoe",male,40.0,0,0,113767,50.0,S,A,1,1,Mr,Common,NONE,50.0,1,3,2,0,40.0,50.0,0,0,3.9318256327243257,3.9318256327243257,0,0.0,3_male,A_1,1600.0,1
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,21.5,1,0,370365,15.5,Q,U,2,0,Mrs,Common,NONE,7.75,2,2,1,1,64.5,23.25,3,0,2.803360380906535,2.169053700369523,1,21.5,2_female,U_3,462.25,3
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,S,U,1,1,Mr,Common,NONE,26.55,1,3,1,0,45.0,26.55,0,0,3.3160025355989236,3.3160025355989236,0,0.0,3_male,U_1,2025.0,1
189,0,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,Q,U,3,0,Mr,Common,NONE,5.166666666666667,2,3,1,1,120.0,15.5,0,0,2.803360380906535,1.8191584434161694,0,0.0,3_male,U_3,1600.0,3
190,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,3,0,0,108.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,3_male,U_3,1296.0,1
191,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,S,U,1,1,Mrs,Common,NONE,13.0,1,2,1,0,64.0,26.0,2,1,2.6390573296152584,2.6390573296152584,1,32.0,2_female,U_2,1024.0,1
192,0,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,1,1,0,38.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,1_male,U_2,361.0,1
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,S,U,2,0,Miss,Common,NONE,3.9271,1,1,0,1,57.0,11.7813,3,0,2.180891922715322,1.5947505796822232,1,19.0,1_female,U_3,361.0,1
194,1,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,S,F,3,0,Master,Common,NONE,8.666666666666666,3,0,1,1,6.0,17.333333333333332,0,0,3.295836866004329,2.268683541318364,0,0.0,0_male,F_2,9.0,3
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,C,B,1,1,Mrs,Common,PC,27.7208,1,3,1,0,44.0,27.7208,1,1,3.357621598945279,3.357621598945279,1,44.0,3_female,B_1,1936.0,4
196,1,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,C,B,1,1,Miss,Common,PC,146.5208,2,3,3,0,58.0,146.5208,1,1,4.993969182787072,4.993969182787072,1,58.0,3_female,B_1,3364.0,1
197,0,3,"Mernagh, Mr. Robert",male,25.0,0,0,368703,7.75,Q,U,1,1,Mr,Common,NONE,7.75,1,2,0,0,75.0,23.25,0,0,2.169053700369523,2.169053700369523,0,0.0,2_male,U_3,625.0,1
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,S,U,2,0,Mr,Common,NONE,4.2021,1,3,0,1,126.0,12.6063,0,0,2.2411563979973974,1.6490623902173178,0,0.0,3_male,U_3,1764.0,3
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,21.5,0,0,370370,7.75,Q,U,1,1,Miss,Common,NONE,7.75,1,2,0,0,64.5,23.25,3,1,2.169053700369523,2.169053700369523,1,21.5,2_female,U_3,462.25,1
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,S,U,1,1,Miss,Common,NONE,13.0,1,2,1,0,48.0,26.0,2,1,2.6390573296152584,2.6390573296152584,1,24.0,2_female,U_2,576.0,1
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,S,U,1,1,Mr,Common,NONE,9.5,1,2,0,0,84.0,28.5,0,0,2.3513752571634776,2.3513752571634776,0,0.0,2_male,U_3,784.0,1
202,0,3,"Sage, Mr. Frederick",male,25.0,8,2,CA. 2343,69.55,S,U,11,0,Mr,Common,CA.,6.322727272727272,7,2,2,3,75.0,18.96818181818182,0,0,4.256321678298823,1.9909828368246127,0,0.0,2_male,U_3,625.0,7
203,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,S,U,1,1,Mr,Common,NONE,6.4958,1,2,0,0,102.0,19.4874,0,0,2.0143428636837015,2.0143428636837015,0,0.0,2_male,U_3,1156.0,1
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,C,U,1,1,Mr,Common,NONE,7.225,1,3,0,0,136.5,21.674999999999997,0,0,2.1071782966514356,2.1071782966514356,0,0.0,3_male,U_3,2070.25,1
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,S,U,1,1,Mr,Common,A/,8.05,1,1,0,0,54.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,1_male,U_3,324.0,1
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,S,G,2,0,Miss,Common,NONE,5.23125,2,0,1,1,6.0,15.693750000000001,3,0,2.4390808375825834,1.8295769547280114,1,2.0,0_female,G_3,4.0,2
207,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,S,U,2,0,Mr,Common,NONE,7.925,2,2,1,1,96.0,23.775,0,0,2.8243506567983707,2.188856327665703,0,0.0,2_male,U_3,1024.0,2
208,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,C,U,1,1,Mr,Common,NONE,18.7875,2,2,1,0,78.0,56.362500000000004,0,0,2.9850504252071306,2.9850504252071306,0,0.0,2_male,U_3,676.0,1
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,Q,U,1,1,Miss,Common,NONE,7.75,1,1,0,0,48.0,23.25,3,1,2.169053700369523,2.169053700369523,1,16.0,1_female,U_3,256.0,1
210,1,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,C,A,1,1,Mr,Common,NONE,31.0,1,3,2,0,40.0,31.0,0,0,3.4657359027997265,3.4657359027997265,0,0.0,3_male,A_1,1600.0,1
211,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,S,U,1,1,Mr,Common,SOTON/O.Q.,7.05,1,2,0,0,72.0,21.15,0,0,2.0856720914304723,2.0856720914304723,0,0.0,2_male,U_3,576.0,2
212,1,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,S,U,1,1,Miss,Common,F.C.C.,21.0,1,2,1,0,70.0,42.0,2,1,3.091042453358316,3.091042453358316,1,35.0,2_female,U_2,1225.0,1
213,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,S,U,1,1,Mr,Common,A/,7.25,1,2,0,0,66.0,21.75,0,0,2.1102132003465894,2.1102132003465894,0,0.0,2_male,U_3,484.0,1
214,0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,2,1,0,60.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,2_male,U_2,900.0,1
